Student ID,Student Name,Term,Class,avg_ca_pct,avg_overall_pct,avg_attendance,subject_failure_count,prediction_models,pass_probability,predicted_outcome,risk_tier
STU_0020,Student 0020,2026_T1,JSS1,68.91666666666667,68.91666666666667,71.01170919383286,0,"Ensemble(RF, XGBoost)",0.993819173946336,Pass,Low
STU_0021,Student 0021,2026_T1,SS2,75.45833333333333,75.45833333333333,80.54523063143753,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0022,Student 0022,2026_T1,JSS2,63.833333333333336,63.833333333333336,81.22257053291536,0,"Ensemble(RF, XGBoost)",0.9916627758420705,Pass,Low
STU_0023,Student 0023,2026_T1,JSS2,92.29166666666667,92.29166666666667,92.84779418112753,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0024,Student 0024,2026_T1,SS3,94.54166666666667,94.54166666666667,92.84263580903367,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0025,Student 0025,2026_T1,SS1,64.125,64.125,46.15593175741025,0,"Ensemble(RF, XGBoost)",0.19086464011834114,Fail,High
STU_0026,Student 0026,2026_T1,SS2,82.75,82.75,87.94231097456903,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0027,Student 0027,2026_T1,JSS2,80.875,80.875,85.76593521421108,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0028,Student 0028,2026_T1,JSS3,68.375,68.375,76.75740866063447,0,"Ensemble(RF, XGBoost)",0.9986164795457743,Pass,Low
STU_0029,Student 0029,2026_T1,SS2,82.29166666666667,82.29166666666667,69.87584779575882,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0030,Student 0030,2026_T1,SS2,93.20833333333333,93.20833333333333,63.7313258636788,0,"Ensemble(RF, XGBoost)",0.9886727234212248,Pass,Low
STU_0031,Student 0031,2026_T1,SS1,87.25,87.25,74.49248645327076,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0032,Student 0032,2026_T1,JSS2,87.54166666666667,87.54166666666667,59.89997737137124,0,"Ensemble(RF, XGBoost)",0.9868169354440974,Pass,Low
STU_0033,Student 0033,2026_T1,SS2,95.91666666666667,95.91666666666667,96.43811897978564,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0034,Student 0034,2026_T1,SS3,85.83333333333333,85.83333333333333,85.44010749255001,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0035,Student 0035,2026_T1,SS3,74.20833333333333,74.20833333333333,35.15497748042487,0,"Ensemble(RF, XGBoost)",0.7099720695160929,Pass,Medium
STU_0036,Student 0036,2026_T1,JSS2,82.91666666666667,82.91666666666667,68.09669773616643,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0037,Student 0037,2026_T1,SS3,65.41666666666667,65.41666666666667,56.394278923690685,0,"Ensemble(RF, XGBoost)",0.7482098801691413,Pass,Medium
STU_0038,Student 0038,2026_T1,JSS3,85.25,85.25,84.94510358658842,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0039,Student 0039,2026_T1,SS1,81.625,81.625,89.48101706722399,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0040,Student 0040,2026_T1,SS3,69.125,69.125,93.07230678383813,0,"Ensemble(RF, XGBoost)",0.9989699383765058,Pass,Low
STU_0041,Student 0041,2026_T1,SS3,51.125,51.125,60.58235111662531,2,"Ensemble(RF, XGBoost)",0.17449972377298828,Fail,High
STU_0042,Student 0042,2026_T1,JSS3,71.20833333333333,71.20833333333333,47.38415905082572,0,"Ensemble(RF, XGBoost)",0.03489227907341452,Fail,High
STU_0043,Student 0043,2026_T1,SS1,76.45833333333333,76.45833333333333,96.79099819386413,0,"Ensemble(RF, XGBoost)",0.9975903087468762,Pass,Low
STU_0044,Student 0044,2026_T1,SS2,71.58333333333333,71.58333333333333,93.09403944946705,0,"Ensemble(RF, XGBoost)",0.9989699383765058,Pass,Low
STU_0045,Student 0045,2026_T1,SS1,77.33333333333333,77.33333333333333,91.53293910156655,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0046,Student 0046,2026_T1,JSS1,65.66666666666667,65.66666666666667,69.75581363081363,0,"Ensemble(RF, XGBoost)",0.9371840315615987,Pass,Low
STU_0047,Student 0047,2026_T1,JSS2,91.16666666666667,91.16666666666667,92.92993979200877,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0048,Student 0048,2026_T1,JSS2,72.125,72.125,56.929443903328284,0,"Ensemble(RF, XGBoost)",0.07773706118334156,Fail,High
STU_0049,Student 0049,2026_T1,JSS1,88.625,88.625,75.1985122157536,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0050,Student 0050,2026_T1,JSS3,97.41666666666667,97.41666666666667,91.53811466311465,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0051,Student 0051,2026_T1,JSS1,70.04166666666667,70.04166666666667,83.15248729764858,0,"Ensemble(RF, XGBoost)",0.9954858406130026,Pass,Low
STU_0052,Student 0052,2026_T1,SS2,48.541666666666664,48.541666666666664,56.18563136210195,3,"Ensemble(RF, XGBoost)",0.6773803578469602,Pass,Medium
STU_0053,Student 0053,2026_T1,SS2,82.95833333333333,82.95833333333333,89.72510870310305,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0054,Student 0054,2026_T1,JSS2,76.66666666666667,76.66666666666667,53.69771068063287,0,"Ensemble(RF, XGBoost)",0.8181798163725469,Pass,Low
STU_0055,Student 0055,2026_T1,SS2,89.20833333333333,89.20833333333333,70.94605793332865,0,"Ensemble(RF, XGBoost)",0.9813417816667194,Pass,Low
STU_0056,Student 0056,2026_T1,JSS2,74.66666666666667,74.66666666666667,40.32495338783371,0,"Ensemble(RF, XGBoost)",0.7008151580611413,Pass,Medium
STU_0057,Student 0057,2026_T1,JSS1,90.20833333333333,90.20833333333333,65.92728758169933,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0058,Student 0058,2026_T1,JSS1,83.66666666666667,83.66666666666667,68.11974789915968,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0059,Student 0059,2026_T1,SS3,91.25,91.25,71.98198845109765,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0060,Student 0060,2026_T1,SS3,87.41666666666667,87.41666666666667,70.39426644024344,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0061,Student 0061,2026_T1,JSS1,66.5,66.5,45.67562067562068,0,"Ensemble(RF, XGBoost)",0.04234309090209354,Fail,High
STU_0062,Student 0062,2026_T1,JSS2,94.25,94.25,69.00022411727956,0,"Ensemble(RF, XGBoost)",0.9986164795457743,Pass,Low
STU_0063,Student 0063,2026_T1,JSS1,43.208333333333336,43.208333333333336,50.25252525252525,5,"Ensemble(RF, XGBoost)",0.06485048376210356,Fail,High
STU_0064,Student 0064,2026_T1,JSS1,83.20833333333333,83.20833333333333,86.38807135382852,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0065,Student 0065,2026_T1,JSS3,66.29166666666667,66.29166666666667,40.11899796069707,0,"Ensemble(RF, XGBoost)",0.6404006198871559,Pass,Medium
STU_0066,Student 0066,2026_T1,JSS1,59.625,59.625,54.1049506049506,0,"Ensemble(RF, XGBoost)",0.7274461189988874,Pass,Medium
STU_0067,Student 0067,2026_T1,SS2,50.541666666666664,50.541666666666664,48.92165898617512,2,"Ensemble(RF, XGBoost)",0.05238642745122818,Fail,High
STU_0068,Student 0068,2026_T1,JSS2,84.25,84.25,70.67056599314664,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0069,Student 0069,2026_T1,JSS3,90.70833333333333,90.70833333333333,57.68916721641972,0,"Ensemble(RF, XGBoost)",0.9785916913715731,Pass,Low
STU_0070,Student 0070,2026_T1,SS3,80.04166666666667,80.04166666666667,71.67925152804185,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0071,Student 0071,2026_T1,SS1,76.375,76.375,93.29254727474972,0,"Ensemble(RF, XGBoost)",0.9989699383765058,Pass,Low
STU_0072,Student 0072,2026_T1,JSS2,78.75,78.75,79.89151258524636,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0073,Student 0073,2026_T1,SS2,85.125,85.125,74.14846538660579,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0074,Student 0074,2026_T1,JSS2,86.58333333333333,86.58333333333333,71.03294349400454,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0075,Student 0075,2026_T1,SS3,84.375,84.375,91.07867602827281,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0076,Student 0076,2026_T1,SS2,79.20833333333333,79.20833333333333,83.51484895033282,0,"Ensemble(RF, XGBoost)",0.9966627758420705,Pass,Low
STU_0077,Student 0077,2026_T1,SS2,52.5,52.5,65.53024284426414,1,"Ensemble(RF, XGBoost)",0.1982259051991221,Fail,High
STU_0078,Student 0078,2026_T1,SS1,51.166666666666664,51.166666666666664,56.87572150072149,2,"Ensemble(RF, XGBoost)",0.6351848932292512,Pass,Medium
STU_0079,Student 0079,2026_T1,JSS2,82.25,82.25,80.59287486706842,0,"Ensemble(RF, XGBoost)",0.9866744715642978,Pass,Low
STU_0080,Student 0080,2026_T1,SS1,81.5,81.5,76.87929717341483,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0081,Student 0081,2026_T1,SS1,60.75,60.75,60.04140615131994,0,"Ensemble(RF, XGBoost)",0.4911584617963483,Fail,High
STU_0082,Student 0082,2026_T1,JSS2,67.75,67.75,90.96205268248279,0,"Ensemble(RF, XGBoost)",0.9975903087468762,Pass,Low
STU_0083,Student 0083,2026_T1,JSS1,65.5,65.5,50.62068965517241,0,"Ensemble(RF, XGBoost)",0.13004694955815993,Fail,High
STU_0084,Student 0084,2026_T1,JSS1,84.29166666666667,84.29166666666667,82.50231861582438,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0085,Student 0085,2026_T1,SS3,74.91666666666667,74.91666666666667,83.72448392846876,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0086,Student 0086,2026_T1,SS1,59.666666666666664,59.666666666666664,35.70918328982845,0,"Ensemble(RF, XGBoost)",0.6463702576256947,Pass,Medium
STU_0087,Student 0087,2026_T1,JSS3,76.54166666666667,76.54166666666667,86.84090003982477,0,"Ensemble(RF, XGBoost)",0.9977930031474378,Pass,Low
STU_0088,Student 0088,2026_T1,SS1,90.33333333333333,90.33333333333333,80.63591904085972,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0089,Student 0089,2026_T1,SS1,79.625,79.625,83.86536738351255,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0090,Student 0090,2026_T1,SS1,88.875,88.875,88.42027417027417,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0091,Student 0091,2026_T1,SS3,73.20833333333333,73.20833333333333,75.83669610883946,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0092,Student 0092,2026_T1,JSS1,71.29166666666667,71.29166666666667,59.4534760680151,0,"Ensemble(RF, XGBoost)",0.733810629984984,Pass,Medium
STU_0093,Student 0093,2026_T1,SS3,88.33333333333333,88.33333333333333,83.53841446442021,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0094,Student 0094,2026_T1,SS3,75.375,75.375,49.358024691358025,0,"Ensemble(RF, XGBoost)",0.14714767686082225,Fail,High
STU_0095,Student 0095,2026_T1,SS3,89.125,89.125,76.01005530417295,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0096,Student 0096,2026_T1,JSS1,92.125,92.125,55.79448132440019,0,"Ensemble(RF, XGBoost)",0.9833046543345361,Pass,Low
STU_0097,Student 0097,2026_T1,JSS1,85.29166666666667,85.29166666666667,88.49112727528286,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0098,Student 0098,2026_T1,SS1,62.166666666666664,62.166666666666664,68.85714285714285,0,"Ensemble(RF, XGBoost)",0.8253642827230372,Pass,Low
STU_0099,Student 0099,2026_T1,SS3,88.75,88.75,81.86654059982813,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0100,Student 0100,2026_T1,JSS3,79.70833333333333,79.70833333333333,89.37109187109188,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0101,Student 0101,2026_T1,JSS1,97.75,97.75,59.387761158594486,0,"Ensemble(RF, XGBoost)",0.9814388442756041,Pass,Low
STU_0102,Student 0102,2026_T1,JSS2,79.79166666666667,79.79166666666667,74.24870828096634,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0103,Student 0103,2026_T1,JSS2,84.04166666666667,84.04166666666667,72.69998156002214,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0104,Student 0104,2026_T1,JSS2,63.833333333333336,63.833333333333336,58.48594386669098,0,"Ensemble(RF, XGBoost)",0.7116060391742158,Pass,Medium
STU_0105,Student 0105,2026_T1,SS2,57.916666666666664,57.916666666666664,57.62566480883129,1,"Ensemble(RF, XGBoost)",0.5675595975248314,Pass,Medium
STU_0106,Student 0106,2026_T1,SS1,83.125,83.125,76.73430154075317,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0107,Student 0107,2026_T1,JSS2,77.29166666666667,77.29166666666667,71.4459950327513,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0108,Student 0108,2026_T1,SS1,78.54166666666667,78.54166666666667,82.71869269718734,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0109,Student 0109,2026_T1,JSS2,75.625,75.625,66.48536467794385,0,"Ensemble(RF, XGBoost)",0.9896251906436502,Pass,Low
STU_0110,Student 0110,2026_T1,JSS3,97.625,97.625,89.26667082917082,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0111,Student 0111,2026_T1,SS1,61.708333333333336,61.708333333333336,72.63345912095066,0,"Ensemble(RF, XGBoost)",0.40790952230126903,Fail,High
STU_0112,Student 0112,2026_T1,JSS2,93.75,93.75,72.1944721944722,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0113,Student 0113,2026_T1,JSS1,66.58333333333333,66.58333333333333,37.13725822921226,0,"Ensemble(RF, XGBoost)",0.05358286204459478,Fail,High
STU_0114,Student 0114,2026_T1,SS1,85.58333333333333,85.58333333333333,69.94652406417111,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0115,Student 0115,2026_T1,SS2,38.833333333333336,38.833333333333336,57.72205933659836,6,"Ensemble(RF, XGBoost)",0.624427557371671,Pass,Medium
STU_0116,Student 0116,2026_T1,JSS1,77.08333333333333,77.08333333333333,64.91129785247432,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0117,Student 0117,2026_T1,JSS1,78.04166666666667,78.04166666666667,73.44895248121055,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0118,Student 0118,2026_T1,SS3,72.66666666666667,72.66666666666667,78.38930717036702,0,"Ensemble(RF, XGBoost)",0.9989699383765058,Pass,Low
STU_0119,Student 0119,2026_T1,SS2,81.875,81.875,82.70858556575665,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
STU_0120,Student 0120,2026_T1,JSS1,80.70833333333333,80.70833333333333,83.29299943883277,0,"Ensemble(RF, XGBoost)",0.9999961091754039,Pass,Low
